City_ID,City,County,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Katsina,NG,12.9894,7.6006,69.49,85,100,6.8,light rain
345,Chapais,CA,49.7834,-74.8492,51.58,96,90,5.86,overcast clouds
346,Sitka,US,57.0531,-135.33,57.09,88,75,4.61,broken clouds
347,Lima,PE,-12.0432,-77.0282,59.25,82,90,10.36,overcast clouds
348,Maryville,US,35.7565,-83.9705,68.74,87,1,3.44,clear sky
349,Moose Factory,CA,51.2585,-80.6094,55.4,88,90,4.61,overcast clouds
350,Esperance,AU,-33.8667,121.9,76.84,43,0,14.83,clear sky
351,North Bend,US,43.4065,-124.2243,59.92,84,1,14.97,clear sky
352,Panaba,MX,21.2833,-88.2667,75.22,95,100,5.7,overcast clouds
353,Pathein,MM,16.7833,94.7333,83.28,76,100,4.7,overcast clouds
354,Maldonado,UY,-34.6667,-54.9167,56.59,87,100,12.55,moderate rain
355,Kulachi,PK,31.9286,70.4592,100.31,31,0,5.48,clear sky
356,Asau,RO,46.4333,26.4,50.4,60,4,2.48,clear sky
357,Souillac,MU,-20.5167,57.5167,72.36,83,75,12.66,light rain
358,Waingapu,ID,-9.6567,120.2641,86.13,55,45,21.97,scattered clouds
359,Illapel,CL,-31.6308,-71.1653,48.6,86,64,2.84,broken clouds
360,Kenai,US,60.5544,-151.2583,55.49,84,1,4.61,clear sky
361,Simav,TR,39.0882,28.9777,64.92,72,100,6.67,overcast clouds
362,Geraldton,AU,-28.7667,114.6,86.41,15,0,16.11,clear sky
363,Khorixas,NA,-20.3667,14.9667,58.66,23,0,4.85,clear sky
364,Noumea,NC,-22.2763,166.4572,66.18,75,55,11.03,broken clouds
365,Pangnirtung,CA,66.1451,-65.7125,38.88,81,18,1.3,few clouds
366,Vestmannaeyjar,IS,63.4427,-20.2734,51.24,76,95,11.72,overcast clouds
367,Vostok,RU,46.4856,135.8833,71.98,41,100,3.49,overcast clouds
368,Riyadh,SA,24.6877,46.7219,91.45,12,0,2.3,clear sky
369,Ahipara,NZ,-35.1667,173.1667,58.12,90,63,7.56,broken clouds
370,Boa Vista,BR,2.8197,-60.6733,80.58,74,0,2.3,clear sky
371,Smithers,CA,54.7804,-127.1743,53.92,94,75,3.44,broken clouds
372,Minab,IR,27.1467,57.0801,90.9,48,1,3.13,clear sky
373,Port Macquarie,AU,-31.4333,152.9167,73.36,34,0,7.9,clear sky
374,Izyaslav,UA,50.1195,26.8213,47.53,64,79,5.06,broken clouds
375,Plouzane,FR,48.3833,-4.6167,68.32,73,0,10.36,clear sky
376,Muros,ES,42.7762,-9.0603,69.15,95,85,15.46,overcast clouds
377,Westport,US,41.1415,-73.3579,70.77,82,1,4.61,clear sky
378,Tandalti,SD,13.0167,31.8667,78.6,74,39,11.27,scattered clouds
379,Port Hueneme,US,34.1478,-119.1951,78.01,90,90,0.0,mist
380,Kudahuvadhoo,MV,2.6708,72.8944,83.19,72,100,11.61,overcast clouds
381,Dharampur,IN,20.5333,73.1833,78.57,93,100,2.53,heavy intensity rain
382,Saint-Augustin,CA,51.226,-58.6502,55.11,92,100,10.27,overcast clouds
383,La Ronge,CA,55.1001,-105.2842,61.05,51,20,3.44,few clouds
384,Saint-Georges,GD,12.0564,-61.7485,80.28,89,20,10.36,few clouds
385,Kysyl-Syr,RU,63.8986,122.7617,61.81,41,56,4.41,broken clouds
386,Ostrovnoy,RU,68.0531,39.5131,39.52,93,100,20.83,overcast clouds
387,Dayong,CN,25.0209,118.2898,92.88,56,85,1.88,light rain
388,Chernyshevskiy,RU,63.0128,112.4714,55.29,45,100,5.79,overcast clouds
389,Mangan,IN,27.5167,88.5333,80.06,90,86,4.5,overcast clouds
390,Batsfjord,NO,70.6345,29.7185,35.82,72,10,4.79,clear sky
391,Susehri,TR,40.1644,38.0867,56.32,71,96,3.29,overcast clouds
392,Campo Do Brito,BR,-10.7333,-37.4933,74.68,96,1,2.64,clear sky
393,Mount Isa,AU,-20.7333,139.5,78.57,13,0,16.11,clear sky
394,Zaltan,LY,32.947,11.8665,77.13,66,0,9.6,clear sky
395,Safaga,EG,26.7292,33.9365,86.27,42,2,18.07,clear sky
396,Seoul,KR,37.5683,126.9778,71.11,94,90,9.22,light rain
397,Miyako,JP,39.6367,141.9525,67.96,59,64,6.08,broken clouds
398,Beira,MZ,-19.8436,34.8389,69.89,94,40,1.14,mist
399,Sharlyk,RU,52.9167,54.75,52.43,54,95,3.89,overcast clouds
400,Farmington,US,36.7281,-108.2187,78.19,19,1,5.75,clear sky
401,Hirara,JP,24.8,125.2833,88.07,70,40,8.05,scattered clouds
402,Hamilton,US,39.1834,-84.5333,72.5,72,75,0.0,broken clouds
403,Zhuji,CN,29.7188,120.2423,82.31,76,99,7.11,overcast clouds
404,Haicheng,CN,40.8516,122.7475,72.05,64,61,8.55,light rain
405,Mitu,CO,1.1983,-70.1733,70.93,99,100,1.97,overcast clouds
406,Hovd,MN,48.0056,91.6419,67.32,26,5,8.68,clear sky
407,Evensk,RU,61.95,159.2333,51.49,70,95,7.23,overcast clouds
408,Shahrud,IR,36.4182,54.9763,80.17,28,0,5.06,clear sky
409,Kigoma,TZ,-4.8769,29.6267,76.96,54,1,3.67,clear sky
410,Mandalgovi,MN,45.7625,106.2708,64.11,31,0,19.39,clear sky
411,Sakaiminato,JP,35.55,133.2333,80.58,69,75,5.75,light rain
412,Deming,US,32.2687,-107.7586,80.49,39,1,5.75,clear sky
413,Samana,DO,19.2056,-69.3369,78.84,87,10,7.16,clear sky
414,Katobu,ID,-4.9408,122.5276,88.5,45,35,10.47,scattered clouds
415,Bargteheide,DE,53.7333,10.2667,53.26,95,100,3.76,overcast clouds
416,Ternate,ID,0.8,127.4,82.38,78,97,8.37,overcast clouds
417,Suntar,RU,62.1444,117.6319,61.54,55,100,5.39,overcast clouds
418,Beni,CD,0.5,29.4667,62.69,97,33,1.66,light rain
419,Luderitz,NA,-26.6481,15.1594,51.1,52,0,12.44,clear sky
420,Camacha,PT,33.0833,-16.3333,71.02,78,20,5.75,few clouds
421,Winnemucca,US,40.973,-117.7357,69.12,14,1,4.61,clear sky
422,Sturgeon Bay,US,44.8342,-87.377,62.96,82,1,9.22,clear sky
423,Kearney,US,40.6995,-99.0815,76.24,76,1,10.0,clear sky
424,Temir,KZ,49.1414,57.13,60.64,56,73,9.82,broken clouds
425,Salta,AR,-24.7859,-65.4117,64.99,71,75,1.01,broken clouds
426,Bongor,TD,10.2806,15.3722,69.6,97,98,4.38,overcast clouds
427,Puro,PH,12.4841,123.3827,77.43,92,100,31.5,moderate rain
428,Alugan,PH,12.2188,125.4808,80.17,83,100,19.86,overcast clouds
429,Dukat,RU,62.55,155.55,39.29,95,100,5.53,moderate rain
430,Houma,US,29.5958,-90.7195,79.02,92,64,2.28,broken clouds
431,Mount Gambier,AU,-37.8333,140.7667,57.11,67,90,14.97,overcast clouds
432,Nome,US,64.5011,-165.4064,48.27,93,90,13.8,overcast clouds
433,Srikakulam,IN,18.3,83.9,84.58,76,100,17.34,moderate rain
434,Bousso,TD,10.4795,16.7117,69.84,94,100,5.28,overcast clouds
435,Mumford,GH,5.2618,-0.759,73.58,93,100,6.85,light rain
436,Juneau,US,58.3019,-134.4197,55.85,94,75,5.75,broken clouds
437,Mareeba,AU,-17.0,145.4333,73.44,63,37,11.03,scattered clouds
438,Santa Rosa,PH,14.3122,121.1114,81.86,84,74,8.12,moderate rain
439,Aykhal,RU,66.0,111.5,60.85,26,12,1.07,few clouds
440,Gander,CA,48.9682,-54.5906,53.73,87,90,12.66,overcast clouds
441,Tura,IN,25.5198,90.2201,77.05,92,100,2.62,moderate rain
442,Sestri Levante,IT,44.2732,9.3968,73.31,61,3,5.55,clear sky
443,Maybole,GB,55.355,-4.6803,62.73,94,75,2.3,broken clouds
444,Havoysund,NO,70.9963,24.6622,43.68,77,100,9.19,light rain
445,Kruisfontein,ZA,-34.0033,24.7314,47.88,86,85,3.91,overcast clouds
446,Chara,RU,56.9064,118.2631,47.07,93,100,4.34,moderate rain
447,Pulaski,US,34.7668,-92.3001,71.71,80,1,0.0,clear sky
448,El Alto,PE,-4.2714,-81.2147,64.18,81,98,19.24,overcast clouds
449,Yerbogachen,RU,61.2767,108.0108,45.46,85,100,2.84,overcast clouds
450,Codrington,AU,-38.2667,141.9667,55.31,78,100,13.51,overcast clouds
451,Yinchuan,CN,38.4681,106.2731,80.24,18,0,9.62,clear sky
452,Aligarh,IN,27.8833,78.0833,91.15,59,27,10.58,scattered clouds
453,Prince George,CA,53.9166,-122.753,58.62,68,90,0.0,overcast clouds
454,Back Mountain,US,41.3359,-75.9963,58.06,94,0,2.53,clear sky
455,Leshukonskoye,RU,64.8989,45.7622,38.08,81,100,7.87,overcast clouds
456,Dire,ML,12.2833,-10.9667,71.6,96,55,2.73,broken clouds
457,Takoradi,GH,4.8845,-1.7554,73.94,95,83,5.48,broken clouds
458,Dali,CN,25.7,100.1833,74.48,55,21,4.16,few clouds
459,Tungor,RU,53.3808,142.9564,67.66,47,0,4.27,clear sky
460,Guatire,VE,10.4762,-66.5427,78.21,97,44,2.8,scattered clouds
461,Kenora,CA,49.8167,-94.4337,61.77,82,90,8.05,overcast clouds
462,Soyo,AO,-6.1349,12.3689,71.92,88,87,3.38,overcast clouds
463,Klaksvik,FO,62.2266,-6.589,54.52,98,99,11.99,overcast clouds
464,Lano,NG,10.1725,11.4715,71.02,87,100,1.5,overcast clouds
465,Bowen,AU,-20.0167,148.2333,75.42,58,2,22.12,clear sky
466,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,70,0,5.75,clear sky
467,Wahiawa,US,21.5028,-158.0236,80.92,66,1,12.66,clear sky
468,Pangai,TO,-19.8,-174.35,80.71,78,20,5.75,few clouds
469,Port Hawkesbury,CA,45.6169,-61.3485,66.18,97,90,3.0,mist
470,Husavik,IS,66.0449,-17.3389,48.11,92,100,9.98,overcast clouds
471,Gallup,US,35.5281,-108.7426,71.02,21,1,1.01,clear sky
472,Shingu,JP,33.7333,135.9833,83.91,82,99,5.39,overcast clouds
473,Stokmarknes,NO,68.5646,14.9108,51.49,91,99,6.98,light rain
474,La Asuncion,VE,11.0333,-63.8628,89.33,70,92,9.22,overcast clouds
475,Cabedelo,BR,-6.9811,-34.8339,72.27,77,87,10.36,overcast clouds
476,Yakeshi,CN,49.2833,120.7333,60.55,51,50,5.5,scattered clouds
477,Rio Grande,BR,-32.035,-52.0986,61.95,84,100,19.33,overcast clouds
478,Vilcun,CL,-38.65,-72.2333,39.94,92,64,4.03,broken clouds
479,Ojinaga,MX,29.5667,-104.4167,85.41,44,1,10.36,clear sky
480,Baykit,RU,61.67,96.37,51.1,73,100,0.09,overcast clouds
481,Akdepe,TM,42.0551,59.3788,77.0,16,0,11.3,clear sky
482,Udachnyy,RU,66.4167,112.4,63.09,37,7,3.04,clear sky
483,Trinidad,BO,-14.8333,-64.9,80.1,60,100,3.94,overcast clouds
484,Kichera,RU,55.9375,110.0997,55.08,52,98,6.73,overcast clouds
485,Niamey,NE,13.5137,2.1098,82.69,69,0,9.22,clear sky
486,Alice Springs,AU,-23.7,133.8833,67.55,22,0,17.27,clear sky
487,Key West,US,24.5557,-81.7826,86.0,73,1,0.0,clear sky
488,Tevriz,RU,57.509,72.4042,57.92,39,99,6.26,overcast clouds
489,Vila Velha,BR,-20.3297,-40.2925,73.35,83,75,13.8,broken clouds
490,Phetchaburi,TH,12.9667,99.5833,84.31,87,100,1.39,overcast clouds
491,Las Vegas,US,36.175,-115.1372,99.28,16,1,5.75,clear sky
492,Tabou,CI,4.423,-7.3528,75.07,90,49,5.37,light rain
493,Cuamba,MZ,-14.8031,36.5372,70.54,54,2,7.18,clear sky
494,Carandai,BR,-20.9536,-43.8064,60.84,90,25,8.21,scattered clouds
495,Tessalit,ML,20.1986,1.0114,86.59,12,0,6.76,clear sky
496,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,70.92,99,100,1.05,overcast clouds
497,Lubao,PH,14.9167,120.55,89.67,62,91,5.23,overcast clouds
498,Xinzhi,CN,36.4989,111.7047,78.85,34,0,4.74,clear sky
499,Pithoragarh,IN,29.5833,80.2167,73.78,75,78,2.59,broken clouds
500,Biswan,IN,27.5,81.0,88.88,68,25,16.49,scattered clouds
501,Belaya Gora,RU,68.5333,146.4167,37.08,60,98,16.89,overcast clouds
502,Bartica,GY,6.4,-58.6167,77.32,99,95,0.78,overcast clouds
503,Celestun,MX,20.8667,-90.4,75.04,91,81,10.07,broken clouds
504,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,72,75,13.42,broken clouds
505,Abha,SA,18.2164,42.5053,66.02,63,0,0.0,clear sky
506,Lorengau,PG,-2.0226,147.2712,84.38,68,50,8.75,scattered clouds
507,Bintulu,MY,3.1667,113.0333,88.21,70,40,4.61,scattered clouds
508,Fort Nelson,CA,58.8053,-122.7002,58.59,51,20,6.91,few clouds
509,Taltal,CL,-25.4,-70.4833,54.88,85,22,5.26,few clouds
510,Shalakusha,RU,62.2247,40.2539,45.09,96,100,8.43,overcast clouds
511,Kjopsvik,NO,68.097,16.3742,51.17,88,99,5.95,light rain
512,Ust-Nera,RU,64.5667,143.2,60.26,49,45,6.11,scattered clouds
513,Kerema,PG,-7.9631,145.7785,79.63,81,94,12.8,overcast clouds
514,Coahuayana,MX,18.7333,-103.6833,74.59,96,100,3.69,overcast clouds
515,Virden,US,39.5009,-89.7679,72.63,80,35,9.75,scattered clouds
516,Dzhebariki-Khaya,RU,62.2167,135.8,61.92,37,1,3.47,clear sky
517,Eureka,US,40.8021,-124.1637,70.75,86,100,2.42,overcast clouds
518,Conakry,GN,9.538,-13.6773,76.96,88,100,12.28,moderate rain
519,Mirnyy,RU,62.5353,113.9611,53.71,56,100,4.27,overcast clouds
520,Yulara,AU,-25.2406,130.9889,71.44,17,0,19.57,clear sky
521,Mishan,CN,45.55,131.8833,72.28,41,100,5.55,light rain
522,Zhucheng,CN,35.9947,119.3975,74.41,72,95,11.77,overcast clouds
523,Shchelkun,RU,56.3034,60.9483,47.77,48,8,8.81,clear sky
524,Olinda,BR,-8.0089,-34.8553,73.13,78,40,5.75,scattered clouds
525,Pavlovka,RU,52.6897,47.1405,48.49,58,60,9.26,broken clouds
526,Warrnambool,AU,-38.3833,142.4833,55.81,79,100,13.78,overcast clouds
527,Hasaki,JP,35.7333,140.8333,75.6,61,84,16.51,broken clouds
528,Xinmin,CN,41.9908,122.8253,71.29,53,24,5.68,light rain
529,Ixtapa,MX,20.7,-105.2,75.22,99,100,1.01,overcast clouds
530,Boden,SE,65.8252,21.6886,48.2,86,91,2.57,overcast clouds
531,Marawi,PH,7.9986,124.2928,74.64,91,100,5.12,overcast clouds
532,Cockburn Town,TC,21.4612,-71.1419,82.29,77,45,15.86,scattered clouds
533,Kuito,AO,-12.3833,16.9333,57.97,89,16,4.99,few clouds
534,Marzuq,YE,14.4,46.4667,82.67,48,99,3.2,overcast clouds
535,Sambava,MG,-14.2667,50.1667,71.51,88,100,14.41,moderate rain
536,Ulladulla,AU,-35.35,150.4667,70.7,49,0,6.8,clear sky
537,Zaranj,AF,30.9667,61.8833,89.56,12,0,17.07,clear sky
538,Katsuura,JP,35.1333,140.3,73.51,60,64,16.2,broken clouds
539,Kuryk,KZ,43.2,51.65,73.74,45,22,18.12,few clouds
540,Zelenoborsk,RU,61.4669,64.0333,46.92,59,48,9.84,scattered clouds
541,Necochea,AR,-38.5473,-58.7368,50.04,89,52,12.01,broken clouds
542,Poronaysk,RU,49.2167,143.1167,62.85,68,0,9.98,clear sky
543,Cabo Rojo,PR,18.0866,-67.1457,81.0,85,8,8.37,clear sky
544,Vryburg,ZA,-26.9566,24.7284,43.65,74,3,10.0,clear sky
545,Sola,VU,-13.8833,167.55,78.15,78,65,12.88,broken clouds
546,Alyangula,AU,-13.8483,136.4192,80.47,57,75,11.5,broken clouds
547,La Paz,BO,-16.5,-68.15,44.58,70,40,4.61,scattered clouds
548,Charters Towers,AU,-20.1,146.2667,78.19,16,2,15.79,clear sky
549,Pirenopolis,BR,-15.8525,-48.9592,81.09,26,38,4.59,scattered clouds
550,Marrakesh,MA,31.6315,-8.0083,77.07,53,0,8.05,clear sky
551,Lakes Entrance,AU,-37.8811,147.981,64.58,68,79,16.78,broken clouds
552,Edson,CA,53.5835,-116.4356,50.11,71,40,2.3,scattered clouds
553,Ambilobe,MG,-13.2,49.05,80.49,52,84,10.92,broken clouds
554,Usolye,RU,59.4268,56.6808,45.19,67,100,9.04,overcast clouds
555,Mayfield,US,36.7417,-88.6367,65.84,95,1,0.0,clear sky
556,Fukue,JP,32.6881,128.8419,80.96,94,75,10.36,mist
557,Tezu,IN,27.9167,96.1667,86.22,71,95,3.29,overcast clouds
558,Norsup,VU,-16.0667,167.3833,78.1,68,100,6.42,overcast clouds
559,Porto Novo,BJ,6.4965,2.6036,76.82,94,88,5.03,overcast clouds
560,Pecos,US,31.4229,-103.4932,86.31,47,1,3.44,clear sky
561,Dolores,AR,-36.3132,-57.6792,55.11,80,100,13.98,moderate rain
562,Channel-Port Aux Basques,CA,47.5702,-59.1367,60.51,95,100,23.76,light rain
563,Agadez,NE,19.75,10.25,85.26,42,39,7.61,scattered clouds
564,Biltine,TD,14.5333,20.9167,78.19,74,88,9.28,overcast clouds
565,Rock Springs,US,41.5875,-109.2029,71.04,21,1,4.0,clear sky
566,Kontagora,NG,10.3999,5.4695,69.75,97,84,6.76,moderate rain
567,Kemerovo,RU,55.3333,86.0833,69.49,52,0,8.95,clear sky
568,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.72,71,82,7.47,broken clouds
569,Bissau,GW,11.8636,-15.5977,78.69,85,100,8.05,light rain
570,Lastoursville,GA,-0.8143,12.7287,70.23,97,94,1.81,overcast clouds
571,Tongchuan,CN,35.0806,109.0897,75.42,51,0,6.73,clear sky
572,Kampene,CD,-3.6,26.6667,70.34,87,46,1.21,scattered clouds
573,Verkhoshizhemye,RU,58.011,49.1038,42.17,71,16,7.02,few clouds
574,Walvis Bay,NA,-22.9575,14.5053,49.08,100,0,11.5,clear sky
575,Hofn,IS,64.2539,-15.2082,52.77,71,82,4.72,broken clouds
576,Hue,VN,16.4667,107.6,80.71,89,75,4.61,broken clouds
577,Aripuana,BR,-9.1667,-60.6333,72.7,87,46,1.5,scattered clouds
578,Gwadar,PK,25.1216,62.3254,81.27,79,15,3.6,few clouds
579,Eenhana,NA,-17.4667,16.3333,60.55,19,0,4.85,clear sky
580,Banda Aceh,ID,5.5577,95.3222,85.66,64,26,5.99,scattered clouds
581,Torres,BR,-29.3353,-49.7269,63.82,95,100,13.51,moderate rain
582,Cairns,AU,-16.9167,145.7667,78.06,65,90,23.02,overcast clouds
583,Khanpur,PK,28.6453,70.6567,104.04,28,96,4.25,overcast clouds
584,Praia,CV,14.9215,-23.5087,77.54,94,20,2.3,few clouds
585,Saint-Francois,FR,46.4154,3.9054,58.17,93,0,2.3,clear sky
586,Najran,SA,17.4924,44.1277,75.85,16,80,5.77,broken clouds
587,Grand Gaube,MU,-20.0064,57.6608,72.37,65,82,8.01,broken clouds
588,Tarakan,ID,3.3,117.6333,87.3,70,40,3.44,scattered clouds
589,Yangjiang,CN,21.85,111.9667,86.76,73,42,12.86,light rain
590,Acapulco,MX,16.8634,-99.8901,79.18,86,100,2.64,overcast clouds
591,Gat,IL,31.61,34.7642,75.9,68,6,4.41,clear sky
592,Trapani,IT,37.8333,12.6667,68.27,100,20,4.61,few clouds
593,San Jose Del Palmar,CO,4.9742,-76.2283,62.46,100,99,1.12,overcast clouds
594,Nikki,BJ,9.9401,3.2108,68.97,97,18,3.78,few clouds
595,Varhaug,NO,58.6147,5.6457,58.55,94,100,3.58,overcast clouds
596,Vestmanna,FO,62.1564,-7.1664,52.72,100,90,10.36,heavy intensity drizzle
597,Jiaozuo,CN,35.2397,113.2331,80.53,56,2,7.16,clear sky
598,Manta,EC,-0.95,-80.7333,73.18,88,90,11.5,overcast clouds
599,Sandwick,GB,60.0,-1.25,55.22,100,90,14.97,overcast clouds
600,Talnakh,RU,69.4865,88.3972,57.43,51,26,11.23,scattered clouds
601,Deputatskiy,RU,69.3,139.9,35.29,66,100,13.73,overcast clouds
602,Normandin,CA,48.8333,-72.5321,55.71,94,66,6.91,broken clouds
603,Yarada,IN,17.65,83.2667,84.52,84,75,10.36,mist
604,Ures,MX,29.4333,-110.4,85.23,77,71,4.18,broken clouds
605,Ponta Delgada,PT,37.7333,-25.6667,68.72,83,20,8.05,few clouds
606,Havelock,US,34.8791,-76.9013,78.93,91,14,1.63,few clouds
607,Mayumba,GA,-3.432,10.6554,72.48,87,65,3.44,broken clouds
608,Adrar,MR,20.5022,-10.0711,88.48,25,82,9.69,broken clouds
609,Dourados,BR,-22.2211,-54.8056,77.68,49,21,6.76,few clouds
610,Gwembe,ZM,-16.4975,27.6069,64.13,35,0,2.21,clear sky
611,Turgoyak,RU,55.15,60.1183,50.83,53,4,5.79,clear sky
612,Samarai,PG,-10.6167,150.6667,78.93,69,91,18.23,overcast clouds
613,Nemuro,JP,43.3236,145.575,68.43,69,27,10.42,scattered clouds
614,Karibib,NA,-21.9333,15.8333,56.7,11,0,8.7,clear sky
615,Mongu,ZM,-15.2484,23.1274,64.67,30,0,7.9,clear sky
616,Ampanihy,MG,-24.7,44.75,73.29,45,0,9.75,clear sky
617,Balgazyn,RU,51.0,95.2,71.13,31,0,10.65,clear sky
618,Hokitika,NZ,-42.7167,170.9667,50.67,87,88,27.47,overcast clouds
619,Bratsk,RU,56.1325,101.6142,48.69,78,97,2.64,overcast clouds
620,Aksarka,RU,66.5606,67.7975,45.37,64,100,18.21,overcast clouds
621,Ambulu,ID,-8.345,113.6058,87.67,57,72,11.12,broken clouds
622,Roma,US,43.2128,-75.4557,66.06,90,90,0.0,overcast clouds
623,Bratislava,SK,48.1482,17.1067,60.49,78,0,3.44,clear sky
624,Balikpapan,ID,-1.2675,116.8289,83.39,79,40,8.05,scattered clouds
625,Ozernovskiy,RU,51.5,156.5167,52.54,82,82,15.03,broken clouds
626,Jega,NG,12.2175,4.3792,75.74,87,69,9.13,broken clouds
627,Ayotzintepec,MX,17.6667,-96.1333,74.03,99,99,2.42,overcast clouds
628,Hay River,CA,60.8156,-115.7999,57.18,82,75,6.91,broken clouds
629,Linhares,BR,-19.3911,-40.0722,72.54,84,58,6.71,broken clouds
630,Laela,TZ,-8.5667,32.05,62.8,58,40,2.68,scattered clouds
631,Shakawe,BW,-18.3667,21.85,64.02,32,29,3.38,scattered clouds
632,Lubango,AO,-14.9172,13.4925,58.87,31,13,4.99,few clouds
633,Wichita Falls,US,33.9137,-98.4934,81.66,59,1,5.01,clear sky
634,Port Moresby,PG,-9.4431,147.1797,87.22,58,40,23.02,haze
635,Rio Gallegos,AR,-51.6226,-69.2181,42.85,81,20,5.75,few clouds
636,Yayva,RU,59.3303,57.2641,46.09,63,100,9.28,overcast clouds
637,Polunochnoye,RU,60.8697,60.4153,41.67,71,72,8.88,broken clouds
638,Sikeston,US,36.8767,-89.5879,67.89,100,1,0.0,clear sky
639,Bolivar,US,37.6145,-93.4105,74.1,76,1,8.88,clear sky
640,Harper,LR,4.375,-7.7169,75.36,89,49,5.82,light rain
641,Soe,ID,-9.8607,124.284,78.28,50,41,13.2,scattered clouds
642,Paldiski,EE,59.3567,24.0531,54.41,100,75,9.22,broken clouds
643,Honiara,SB,-9.4333,159.95,81.45,81,96,3.71,overcast clouds
644,Nusaybin,TR,37.0778,41.2178,84.92,23,0,2.93,clear sky
645,Lasem,ID,-6.6922,111.4527,90.86,47,27,7.63,scattered clouds
646,Arzachena,IT,41.0769,9.3887,58.44,67,0,2.46,clear sky
647,Napier,NZ,-39.4833,176.9167,62.28,64,100,5.99,moderate rain
648,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,90.19,25,0,12.77,clear sky
649,Taxisco,GT,14.0708,-90.4631,82.74,95,94,3.04,overcast clouds
650,Yaan,NG,7.3833,8.5667,70.83,99,100,3.56,moderate rain
651,Malakal,SS,9.5334,31.6605,72.46,93,88,1.43,overcast clouds
652,Vestnes,NO,62.6264,7.0884,61.92,94,75,2.3,drizzle rain
653,Hillsboro,US,45.5229,-122.9898,75.25,55,1,6.91,clear sky
654,Nador,MA,35.174,-2.9287,73.65,83,0,2.3,clear sky
655,Teguldet,RU,57.3064,88.1667,63.66,34,32,2.82,scattered clouds
656,Toora-Khem,RU,52.4675,96.11,66.56,35,2,11.5,clear sky
657,Pemangkat,ID,1.1667,108.9667,83.5,71,53,7.2,broken clouds
658,Nouadhibou,MR,20.931,-17.0347,69.78,94,20,16.11,few clouds
659,Sarkand,KZ,45.41,79.9186,90.28,11,0,6.96,clear sky
660,Arcata,US,40.8665,-124.0828,70.75,89,1,3.44,mist
661,Zhezkazgan,KZ,47.8043,67.7144,73.74,26,0,6.38,clear sky
662,Bumba,CD,2.1833,22.4667,69.37,98,99,1.12,light rain
663,Shimoda,JP,34.6667,138.95,75.56,63,66,12.33,broken clouds
664,San Juan De Abajo,MX,20.8167,-105.1833,75.67,93,100,2.82,overcast clouds
665,Zhanaozen,KZ,43.3,52.8,73.69,34,60,18.45,broken clouds
666,Casimiro Castillo,MX,19.6,-104.4333,73.06,97,100,2.39,overcast clouds
667,Tashtyp,RU,52.7939,89.8983,74.68,39,87,4.03,overcast clouds
668,Singapore,SG,1.2897,103.8501,86.04,73,75,11.5,broken clouds
669,Saint-Leu,RE,-21.15,55.2833,71.67,65,69,4.18,broken clouds
670,Kavarskas,LT,55.4333,24.9167,46.6,81,75,5.93,broken clouds
671,Istok,XK,42.7808,20.4875,55.17,62,17,3.42,few clouds
672,Yatou,CN,37.15,122.3833,70.7,78,100,19.06,light rain
673,Farafangana,MG,-22.8167,47.8333,69.51,81,82,8.25,light rain
674,Nazare,BR,-13.035,-39.0144,68.67,99,14,0.87,few clouds
675,Dese,ET,11.1333,39.6333,59.29,75,99,1.28,overcast clouds
676,Mbandaka,CD,0.0487,18.2603,68.05,97,100,1.66,overcast clouds
677,Smolenka,RU,52.1352,113.4974,48.27,57,40,11.18,scattered clouds
678,Kawalu,ID,-7.3817,108.2082,80.85,74,75,5.61,broken clouds
679,Preeceville,CA,51.95,-102.6677,54.32,69,18,9.62,few clouds
680,Erdemli,TR,36.605,34.3084,80.58,62,0,3.04,clear sky
681,Chicama,PE,-7.8447,-79.1469,62.91,88,78,6.55,broken clouds
682,Kamenka,RU,51.3223,42.7678,49.39,52,62,6.02,broken clouds
683,Linz,AT,48.3064,14.2861,59.9,88,95,1.14,fog
684,Grand Haven,US,43.0631,-86.2284,58.46,83,1,3.44,clear sky
685,Okhotsk,RU,59.3833,143.3,65.8,42,37,10.38,scattered clouds
686,Guapo,BR,-16.8306,-49.5319,70.18,28,3,4.12,clear sky
687,Cotonou,BJ,6.3654,2.4183,76.98,94,40,1.14,scattered clouds
